Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
Smith,2,3355500,33556
Anderson,0,3587700,35878
Johnson,0,1472300,14724
Jones,2,3854100,38542
Martinez,3,1004900,10050
Harris,4,3117900,31180
Thompson,0,1560600,15607
Thompson,2,4054800,40549
Robinson,4,1416900,14170
Martinez,0,1275000,12751
Smith,4,1187800,11879
Wilson,1,598400,5985
Anderson,4,1006900,10070
Garcia,3,418900,4190
Jones,4,1911600,19117
Smith,0,4358700,43588
White,3,268400,2685
Martinez,1,2565600,25657
Thomas,2,882800,8829
Moore,1,85400,855
Moore,1,464900,4650
Garcia,3,1707800,17079
Miller,0,4243500,42436
Miller,0,4151600,41517
Williams,1,4298900,42990
Martinez,1,3915800,39159
White,1,990500,9906
Garcia,3,551600,5517
Davis,4,1281300,12814
Thompson,2,164800,1649
Thompson,1,199900,2000
Martin,3,2945700,29458
Wilson,3,3038800,30389
Harris,2,2935500,29356
Smith,3,4293600,42937
Smith,3,1061900,10620
Anderson,1,4347300,43474
Smith,2,3921100,39212
Johnson,2,3923900,39240
Johnson,0,241600,2417
Harris,3,2528000,25281
Harris,2,801200,8013
Thompson,3,2408500,24086
Williams,3,3586500,35866
Smith,0,3826700,38268
Anderson,2,228300,2284
Martin,2,303900,3040
Jones,0,3198000,31981
Brown,2,1538700,15388
Martin,0,524400,5245
Thomas,2,3785500,37856
Martinez,4,764600,7647
Harris,1,11600,117
Harris,4,2832800,28318
Martinez,0,1093400,10935
Garcia,0,657000,6571
Jones,3,1295100,12952
Martin,0,3287700,32878
Brown,3,3633700,36338
Thomas,2,1824600,18247
Miller,3,3543600,35437
White,3,15800,159
Martin,0,1460800,14609
Williams,1,3803200,38022
Williams,1,3084900,30850
Harris,2,2133200,21333
Martinez,2,721900,7220
White,4,2962500,29626
Anderson,1,1383800,13839
Martinez,3,761800,7619
Thomas,3,2472600,24727
Thomas,1,1000700,10008
Thomas,3,4242200,42423
Anderson,4,468600,4687
Garcia,1,2533400,25335
Jones,2,3102100,31022
Brown,1,1005500,10056
Jackson,0,4341800,43419
Moore,4,1676100,16762
Robinson,1,1094900,10950
Williams,4,896500,8966
Johnson,1,1855200,18553
Robinson,4,2010400,20094
Miller,3,2964400,29645
Harris,1,2857100,28572
Martinez,4,748700,7488
Moore,1,2765200,27653
Moore,4,36000,361
Taylor,2,1017300,10174
Smith,3,3215900,32160
Wilson,0,2478500,24786
Johnson,2,1679000,16791
Martinez,0,1004800,10049
Jones,2,580700,5808
Williams,1,2930600,29307
Harris,2,1972300,19724
Davis,3,1168600,11687
Williams,3,1207600,12077
Miller,4,3065000,30651
Johnson,2,1906400,19065
Anderson,3,2518100,25182
Wilson,4,965600,9657
Davis,0,3612800,36129
Thompson,1,2479400,24795
Robinson,2,1783200,17833
Davis,3,3404600,34047
White,3,3725500,37256
Thomas,1,1773100,17732
Jackson,0,1417200,14173
Davis,0,2027300,20274
Davis,4,2582600,25827
Martin,1,2194800,21949
Brown,0,186900,1870
White,0,1147400,11475
Williams,1,1289500,12896
Garcia,4,181400,1815
Jones,0,2185600,21857
Harris,3,247600,2477
Harris,2,2788200,27883
Miller,1,2019800,20199
Thompson,3,2283600,22837
Moore,3,354900,3550
Moore,1,1198300,11984
Brown,3,2165900,21660
Moore,4,4079800,40799
Martinez,1,3828800,38289
Thomas,1,2273500,22736
Jones,3,804800,8049
Miller,3,889200,8893
Jackson,0,2605500,26056
Garcia,4,753300,7534
Thomas,3,3928200,39283
White,1,3193900,31940
Thompson,1,2248700,22488
Moore,3,2735400,27355
Harris,0,3286200,32863
White,0,2874900,28750
Garcia,2,3628200,36283
Jones,2,2656700,26568
Martinez,4,3191200,31913
Moore,4,1045800,10459
Smith,2,3449900,34500
Anderson,4,2830000,28301
Martin,3,1534200,15343
Davis,2,2769300,27694
Wilson,2,2580300,25804
Johnson,2,2935400,29355
Williams,1,2998900,29990
Robinson,1,3040200,30403
Johnson,1,1943100,19432
White,3,415600,4157
Williams,3,946500,9466
Thomas,1,2798500,27986
Williams,0,791000,7911
Taylor,4,2510300,25104
Miller,2,917100,9172
Thompson,4,3514300,35144
Garcia,1,4003800,40039
Davis,1,1664000,16641
Wilson,1,2937000,29371
Smith,3,2513700,25138
White,4,244900,2450
Miller,0,3879800,38799
Miller,2,493500,4936
Johnson,1,2648000,26470
Garcia,2,3154700,31548
Davis,3,24900,250
Johnson,1,1833800,18339
Jackson,0,663800,6639
Jones,0,3200,33
Smith,3,3483900,34840
Smith,4,641800,6419
Wilson,0,2510900,25110
Anderson,2,1728300,17284
Jones,0,620500,6206
Thomas,0,4338400,43385
Robinson,4,54100,542
Garcia,2,1055600,10557
Smith,4,428100,4282
White,1,3221400,32215
Thompson,3,863900,8640
Martinez,0,4040200,40403
Robinson,0,3967000,39671
Taylor,1,3663700,36638
Wilson,0,3659300,36594
Thompson,4,537500,5376
Martin,4,655600,6557
Martin,1,317300,3174
Johnson,1,3696200,36963
White,4,3858900,38590
Harris,2,3544900,35450
Miller,0,1247700,12478
Wilson,0,736700,7368
Jackson,3,2328500,23286
Smith,0,3838100,38382
Wilson,1,4236000,42361
Taylor,0,3834600,38347
Thompson,1,2780100,27802
Martinez,1,1972700,19728
Martinez,4,2434900,24350
Miller,1,660900,6610
Robinson,0,2562800,25629
White,2,3370000,33701
Taylor,2,3072800,30729
White,2,2761100,27612
Taylor,2,3261200,32613
Martin,1,848900,8490
Robinson,4,3844600,38447
Miller,0,495400,4955
Jackson,2,1336300,13364
Garcia,1,220900,2210
Miller,0,2094400,20945
Wilson,1,3651100,36512
Wilson,2,2999800,29999
Anderson,3,3174100,31742
Martin,1,4029100,40292
Wilson,4,1048100,10482
Taylor,0,3345900,33460
Martin,3,1523600,15237
Taylor,4,2643300,26434
Jones,4,2335500,23356
Thompson,4,3484900,34850
Garcia,2,1091400,10915
Martinez,2,3621400,36215
Jackson,2,2105400,21055
Thompson,4,2116300,21164
Smith,1,574100,5742
Garcia,4,1188700,11888
Smith,1,603300,6034
Jackson,2,1203700,12038
Garcia,0,729700,7298
Smith,3,3115300,31154
Anderson,4,2401500,24016
Davis,3,1191000,11911
Williams,3,3196600,31967
Jackson,4,2442800,24429
Thomas,0,373900,3740
Smith,0,2139100,21392
Johnson,1,3512400,35125
Williams,0,2605800,26059
Robinson,2,1767200,17673
Davis,3,3578600,35787
Thompson,3,2665500,26656
Moore,1,2160800,21609
Thomas,0,1935800,19359
Garcia,3,4215900,42160
Wilson,2,4051400,40515
Harris,2,1946700,19468
Taylor,0,1249800,12499
Thomas,4,3343000,33431
Brown,2,2334200,23343
Thomas,2,3705100,37052
Martin,1,1932200,19323
Thomas,2,908200,9083
Wilson,0,3785600,37857
Martinez,4,600200,6003
Taylor,4,3872600,38727
Anderson,2,1863800,18639
Wilson,3,85900,860
Martin,1,4067400,40675
Thompson,1,1788400,17885
Moore,4,4114500,41146
Thomas,1,1222600,12227
Moore,4,52500,526
Williams,1,399100,3992
Robinson,0,3761400,37615
Davis,4,1949900,19500
Johnson,0,2049400,20495
Williams,2,248600,2487
Taylor,3,1064300,10644
Taylor,4,772300,7724
Harris,3,3227800,32279
Harris,0,2754600,27547
Davis,4,1569700,15698
Anderson,0,1038400,10385
Thomas,2,175600,1757
Robinson,2,107000,1071
Moore,2,1576800,15769
Davis,1,4211900,42120
Robinson,1,1153400,11535
Johnson,1,2963000,29631
Thompson,3,3991700,39918
Miller,4,271100,2712
Johnson,4,1244000,12441
Thomas,4,971200,9713
Moore,4,2464300,24644
Garcia,4,1380900,13810
Wilson,1,1517200,15173
White,1,2274400,22745
White,4,1417100,14172
Davis,4,1957900,19580
Miller,4,3424300,34244
Thompson,2,1472400,14725
Jackson,0,1203500,12036
Martin,4,3087900,30880
Wilson,2,3204900,32050
Brown,4,2740800,27409
Jackson,0,1266200,12663
White,2,1799600,17997
Wilson,1,230800,2309
Thompson,3,272700,2728
Harris,1,1313000,13131
Martin,3,2591100,25912
Martin,3,670700,6708
Wilson,3,3708400,37085
Taylor,0,1318400,13185
Brown,4,2146700,21468
Johnson,4,1579400,15795
Wilson,0,3730000,37301
Anderson,4,3700200,37003
Williams,4,1253700,12538
Martinez,1,2258800,22589
Johnson,0,2502700,25028
Miller,3,4191600,41917
Martinez,2,3010900,30110
Jackson,3,160800,1609
Thompson,4,2982700,29828
Jones,1,2260600,22607
Williams,3,4185800,41859
Moore,4,1822800,18229
Miller,3,2940600,29407
White,4,2424200,24243
Thompson,2,468900,4690
Jackson,0,3066800,30669
Garcia,3,2755100,27552
Jones,2,2770500,27706
Jackson,1,28100,282
Garcia,0,2865400,28655
Jackson,0,2764600,27647
Jackson,0,2785600,27857
Martin,2,2111200,21113
Thompson,3,3886000,38861
Davis,4,2638400,26374
Moore,3,2236400,22365
Martinez,2,2108200,21083
Thompson,2,3780600,37807
Thompson,3,1701900,17020
Johnson,0,3524600,35247
Davis,1,1376900,13770
Anderson,2,3307400,33075
Smith,1,2192200,21923
Taylor,3,1312000,13121
Smith,1,4267300,42674
Thomas,3,2192300,21924
Thomas,4,2459200,24593
White,3,4258000,42581
Jackson,3,3885100,38852
Martin,1,1785800,17859
Brown,0,2309000,23091
White,1,1613400,16135
Johnson,1,2840900,28410
Martinez,1,3924800,39249
Martinez,4,3664800,36649
Smith,2,2597100,25972
White,0,890500,8906
White,2,4092700,40928
Johnson,2,4108700,41088
Thompson,4,522500,5226
Anderson,2,349400,3495
Taylor,3,1226200,12263
Taylor,2,51700,518
White,2,3384400,33845
Moore,3,82200,823
Davis,2,2050500,20506
Williams,0,1400200,14003
Smith,3,1152800,11529
Martin,2,2309700,23098
Garcia,4,517800,5179
Taylor,2,582500,5826
Jones,4,700300,7004
Wilson,4,2425900,24260
Moore,0,2337500,23376
Smith,1,2238400,22385
Thomas,2,3927900,39280
Davis,0,45700,458
Smith,1,460800,4609
Moore,3,1717000,17171
Thompson,0,114200,1143
Robinson,1,2096900,20970
Smith,3,2297500,22976
White,3,2428700,24288
Garcia,3,2422000,24221
Davis,2,1965500,19656
Brown,2,1932500,19326
Thompson,2,3344800,33449
Smith,3,2272000,22721
White,3,3619800,36199
Robinson,0,2810200,28103
Williams,1,1284700,12848
Thompson,3,4113800,41139
Johnson,0,4022200,40223
Taylor,4,3027800,30279
Thomas,4,3410000,34101
Smith,3,275300,2754
Moore,1,2755900,27560
Johnson,3,3871000,38711
Garcia,0,815700,8158
Thompson,1,4187200,41873
Thomas,0,2111900,21120
Martin,3,4052500,40526
Davis,0,900000,9001
Wilson,1,1534400,15345
Brown,4,774200,7743
Taylor,4,2316700,23168
Moore,2,1305800,13059
Moore,0,2526700,25268
Robinson,0,27900,280
Taylor,1,397600,3977
Johnson,2,1221400,12215
Davis,0,514400,5145
Miller,3,2217300,22174
White,1,745900,7460
Thomas,0,2242000,22421
Wilson,0,1411300,14114
Thompson,0,2402600,24027
Davis,1,1808800,18089
Jackson,2,1717100,17172
Miller,1,3925500,39256
Harris,3,207000,2071
Smith,0,36700,368
Thomas,1,3963900,39640
Smith,2,2499000,24991
Thompson,3,219600,2197
Martin,3,707100,7072
Martin,4,2369700,23698
Thompson,1,1020100,10202
Wilson,0,1726600,17267
Moore,2,1585700,15858
Garcia,1,4150700,41508
Brown,1,3268400,32685
Jackson,3,681700,6818
Davis,1,356300,3564
Brown,0,2929900,29300
Jones,4,3554200,35543
Smith,0,2171900,21720
Martinez,4,3682200,36823
Jones,0,2692000,26921
Anderson,3,27400,275
Martinez,1,3995900,39960
Davis,2,2680500,26806
Miller,1,1349000,13491
Thompson,4,2681400,26815
Moore,1,98500,986
Brown,2,4212200,42123
Harris,3,2581400,25815
Martinez,0,341100,3412
Martin,2,3757000,37571
Williams,3,4355700,43558
Brown,3,3866200,38663
Garcia,0,4182100,41822
Davis,0,3189300,31894
Taylor,4,4031200,40313
Garcia,3,1286300,12864
White,3,3320300,33204
Wilson,4,3470400,34705
Martinez,0,592300,5924
Johnson,1,321000,3211
Thompson,4,793400,7935
Jackson,2,660300,6593
Wilson,2,994800,9949
Williams,3,1180500,11806
Harris,2,3418200,34183
Brown,3,869700,8698
Martin,2,2889200,28893
Martinez,0,2733000,27331
Miller,0,2267000,22671
Jackson,3,3693100,36932
Taylor,3,4359400,43595
Harris,0,1880400,18794
Moore,0,345100,3452
White,4,1340900,13410
Moore,0,1678000,16781
Miller,4,849100,8492
Harris,4,1214300,12144
Davis,1,308200,3083
Wilson,2,1326600,13267
Miller,1,1685000,16851
Garcia,3,532200,5323
Jones,0,1848400,18485
Williams,2,3714600,37147
Anderson,4,3395800,33959
Anderson,1,3207800,32079
Martinez,0,4345300,43454
Jones,0,2962600,29627
Taylor,1,3394700,33948
Thomas,3,989400,9895
Taylor,2,3690000,36901
Robinson,1,4327500,43276
Miller,1,4220000,42201
Wilson,1,3247600,32477
Smith,4,2467800,24679
Thomas,2,3635600,36357
Anderson,4,149200,1493
Thomas,4,3699700,36998
Harris,1,4054400,40545
Anderson,1,4079700,40798
Garcia,4,3848100,38482
Davis,0,4277400,42775
Thompson,1,24000,241
Robinson,1,1506600,15067
Robinson,2,3675100,36752
Johnson,1,3077600,30777
Jackson,4,3815200,38153
Robinson,4,3509500,35096
Thompson,4,3897800,38979
Robinson,1,4354000,43541
Robinson,4,1349800,13499
White,4,2696500,26966
Smith,0,3860500,38606
Martin,1,3929700,39287
Johnson,2,3906600,39067
Martin,0,3570000,35701
Thompson,1,4289400,42884
Miller,0,2033200,20333
Jackson,0,1214200,12143
White,0,2392300,23924
Taylor,0,1005200,10053
Martinez,0,1870700,18708
Jones,4,4262000,42621
Miller,3,1388600,13887
Taylor,4,2177600,21777
Davis,3,1320500,13206
Garcia,4,2835900,28360
Moore,2,302500,3026
Martin,4,1031700,10318
Anderson,1,456400,4565
Williams,1,401300,4014
Brown,2,1810600,18107
Jackson,4,1621700,16218
Anderson,3,2520200,25203
Taylor,2,2287000,22871
Thomas,1,2296200,22963
Robinson,0,2825400,28255
Miller,2,3203600,32037
Smith,2,2257500,22576
Garcia,3,3563900,35640
Johnson,3,2129500,21296
Jones,1,1125000,11251
Williams,1,62000,621
Moore,3,628900,6290
Johnson,0,1692000,16921
Jackson,1,2070400,20705
Williams,3,1734900,17350
Thomas,3,1727200,17273
Robinson,4,2547300,25474
Moore,4,3884300,38844
Smith,2,1410100,14102
Anderson,1,1008600,10087
Moore,2,3830700,38308
Wilson,2,3831000,38311
Jones,0,785300,7854
Smith,0,958400,9585
Robinson,3,54600,547
Thomas,1,1702800,17029
Thomas,2,860700,8608
Thomas,0,4355900,43560
Martinez,0,3392500,33926
Garcia,2,2672100,26722
Smith,1,2125700,21258
Wilson,1,2320500,23206
Thomas,3,1316600,13167
Anderson,1,1166100,11662
Martin,2,2571200,25713
Jones,4,2913900,29140
Davis,3,1018200,10183
Johnson,3,1542300,15424
Johnson,4,413500,4136
Garcia,3,379600,3797
Anderson,4,4207300,42074
Taylor,4,1527400,15275
Johnson,3,396200,3963
Robinson,1,92700,928
Thomas,2,4037800,40379
Smith,4,3682400,36825
White,4,4363800,43639
Jackson,0,1913200,19133
Miller,2,3885900,38860
Johnson,1,3378300,33784
Martinez,2,981000,9811
Brown,1,4214400,42145
Thompson,1,2157000,21571
Harris,4,1186400,11865
Thompson,2,4199100,41992
Garcia,3,2838400,28385
Taylor,3,613300,6134
Thomas,2,2612300,26124
Martinez,1,610200,6103
Martin,3,2633900,26340
Anderson,2,2788900,27890
Miller,0,2027400,20275
Davis,4,2334800,23349
Brown,4,2892900,28930
Williams,0,1142000,11421
Martinez,4,775000,7751
Anderson,3,879800,8799
Wilson,0,859200,8593
Thomas,0,4170200,41703
Johnson,4,1673400,16735
Thomas,3,2747600,27477
Smith,4,3300300,33004
Williams,2,3795800,37959
Smith,1,3328300,33284
Wilson,2,4036900,40370
Miller,3,1614300,16144
Wilson,3,3332300,33324
White,2,3654500,36546
Miller,4,2600100,26002
Garcia,2,4063800,40639
Brown,3,4283000,42831
Martin,3,2699300,26994
Jones,0,408800,4089
Martinez,2,757000,7571
Moore,3,1110000,11101
Martin,3,2108000,21081
White,2,2108700,21088
Robinson,0,3629800,36299
Anderson,1,3847700,38478
Williams,4,2946500,29466
White,1,3090400,30905
Anderson,1,2009400,20095
Taylor,4,2287800,22879
Thomas,4,2186500,21866
Johnson,2,1778600,17787
Wilson,2,3796500,37966
Wilson,1,2601900,26020
Wilson,3,2222100,22222
Johnson,4,3155400,31555
Thompson,2,2953200,29533
Miller,2,1339500,13396
Robinson,2,245000,2451
Taylor,4,2455400,24555
Wilson,2,1470400,14705
Anderson,2,685200,6853
Thompson,0,1096600,10967
Thompson,4,2676900,26770
Johnson,2,2153500,21536
Martin,4,1102500,11026
Thompson,4,4199400,41995
Davis,2,2695600,26957
Jackson,1,3547300,35474
Williams,2,3269600,32697
Williams,0,2836000,28361
Williams,4,1460400,14605
Thomas,2,3951400,39515
Martinez,2,2202800,22029
Jackson,1,3849400,38495
White,4,761000,7611
Harris,1,1363300,13634
Anderson,0,2506500,25066
White,3,1417000,14171
Anderson,2,1570500,15706
Taylor,2,128700,1288
Davis,3,2312200,23123
Smith,2,3984100,39842
Johnson,1,390300,3904
Wilson,3,3904000,39041
Martin,2,696700,6957
Smith,0,240600,2407
Harris,1,3455300,34554
Davis,3,1374400,13745
Williams,3,1973700,19738
Brown,0,846600,8467
Brown,2,3340000,33401
Thomas,2,3956100,39562
Thomas,4,710300,7104
Martin,4,3427600,34277
Davis,4,1021000,10211
Davis,3,3191900,31920
Davis,0,3055500,30545
Davis,0,343700,3438
Brown,4,3810500,38106
Harris,1,154400,1545
Martinez,1,1159100,11581
Garcia,1,602300,6024
Jones,1,82800,829
White,2,289100,2892
White,3,553800,5539
Robinson,0,4106300,41064
Harris,2,4153300,41534
Robinson,3,2802000,28021
Johnson,0,1882000,18821
Jackson,2,431900,4320
Wilson,3,3713900,37140
Miller,2,1307500,13076
Johnson,0,370500,3706
White,3,3124700,31248
Robinson,1,543500,5436
Williams,1,2137600,21377
Wilson,0,3707800,37079
Thomas,3,76700,768
Jackson,3,1244200,12443
White,3,301900,3020
Williams,4,542400,5425
Garcia,4,1879500,18796
Moore,0,1698800,16989
Thompson,4,3296800,32969
Johnson,1,2392100,23922
Jackson,3,1965000,19651
Johnson,4,2089600,20897
White,4,3963600,39637
Brown,0,2994800,29949
Wilson,3,719700,7198
Garcia,2,2959900,29600
Thompson,4,2327000,23271
Davis,1,1031800,10319
Wilson,3,4367400,43675
Thomas,2,946000,9461
Jackson,4,810000,8101
Garcia,0,3076800,30769
Johnson,0,3979000,39791
Garcia,2,2857500,28576
Moore,0,4154300,41544
Brown,3,2977100,29772
Johnson,3,3122100,31222
Jones,2,3226200,32263
Martin,1,2885700,28858
Robinson,4,189600,1897
Martin,4,1291000,12911
Anderson,4,4183600,41837
Davis,0,599800,5999
Jackson,2,382800,3829
Garcia,4,2775000,27751
Thompson,0,481300,4814
Thompson,0,2530300,25304
Miller,1,2882100,28822
Harris,0,541300,5414
Martinez,1,4173200,41733
Robinson,4,3570400,35705
Williams,0,3080700,30808
Jones,2,1447600,14477
Miller,0,1661700,16618
Harris,2,1901200,19013
White,1,4096300,40964
Taylor,3,2716100,27162
Jackson,2,192900,1930
Martinez,3,126200,1263
Brown,0,2690200,26903
Anderson,4,2035000,20351
Robinson,0,3948500,39486
Smith,1,19300,194
Wilson,1,1392200,13923
Brown,2,4107100,41072
Thompson,2,808100,8082
Johnson,0,2976800,29769
Taylor,4,2334500,23346
Thomas,0,4136500,41366
Thomas,1,1276200,12763
Williams,4,4073700,40738
Jones,4,1190100,11902
Thompson,2,4182800,41829
Thompson,0,479500,4796
Wilson,2,3136600,31367
Taylor,1,1436300,14364
Martin,3,1140600,11407
Davis,1,1536400,15365
Jones,3,1919900,19200
Thomas,0,3128000,31281
Robinson,0,2678700,26788
Brown,2,1568800,15689
Williams,0,486600,4867
Miller,4,25400,255
Smith,4,4081400,40815
Garcia,4,283200,2833
Martin,2,622700,6228
Williams,0,1031500,10316
Smith,3,1470500,14706
Thompson,0,1690800,16909
Anderson,2,2268600,22687
Wilson,3,3143400,31424
Garcia,1,1491400,14915
Miller,4,4364100,43642
Martin,0,2093900,20940
Garcia,4,3100100,31002
Jackson,3,3244700,32448
Robinson,3,3773500,37736
Miller,4,4294900,42950
Garcia,4,4066900,40670
Anderson,3,3327500,33276
Brown,1,1949800,19499
Williams,1,2693300,26934
Martin,1,3188200,31883
Brown,1,1796600,17967
Garcia,2,2547900,25480
White,4,1390800,13909
White,3,1615100,16152
Anderson,4,517300,5174
Robinson,4,725100,7252
Martinez,4,2853700,28538
Jones,2,3791800,37919
Thomas,0,1280500,12806
Robinson,0,3368500,33686
Thompson,0,3891600,38917
Thomas,4,1740000,17401
White,1,2693400,26935
Williams,1,2474300,24744
Thompson,3,3932100,39322
Robinson,1,644300,6444
Jackson,1,1525700,15258
Brown,0,1669600,16697
Brown,3,2406800,24069
Martin,2,2500700,25008
Thompson,4,1452900,14530
Thomas,4,4237600,42377
Anderson,2,2945600,29457
Thompson,3,2569800,25699
Miller,3,1539700,15398
Miller,3,3257400,32575
Miller,4,3825300,38254
Harris,1,181800,1819
Miller,0,3544100,35442
Taylor,0,3677400,36775
Garcia,4,3646500,36466
Jackson,3,1094200,10943
Anderson,0,3873200,38733
Taylor,3,3939800,39399
Johnson,4,738100,7382
Jackson,4,611100,6112
Brown,0,3914500,39146
Moore,4,61400,615
White,3,4149900,41500
Williams,1,3699400,36995
Robinson,1,2173700,21738
Martinez,4,2905700,29058
White,4,164100,1642
Moore,4,3145600,31457
Smith,2,2641300,26414
Thompson,2,2000200,20003
Miller,2,443900,4440
Robinson,1,4069600,40697
Martinez,1,3445900,34460
Thompson,3,587200,5873
Williams,0,755800,7559
Taylor,0,2955600,29557
Smith,3,1351000,13511
Thomas,3,2341600,23417
Martinez,0,2717400,27175
White,0,3693000,36931
Harris,3,3339000,33391
Taylor,4,4223500,42236
Smith,4,3910900,39099
Thomas,2,651500,6516
Williams,0,2814000,28141
Johnson,3,643000,6431
Jackson,3,526600,5267
Taylor,1,1227900,12280
Miller,1,1868800,18689
Smith,0,2703200,27033
Wilson,0,652600,6527
Moore,3,392200,3923
Thompson,4,3750800,37509
Jackson,2,3797900,37980
Miller,0,2874500,28746
Davis,3,1122600,11227
Miller,4,2964100,29642
Thompson,1,2238900,22390
Harris,3,146000,1461
Brown,4,558500,5586
Thomas,0,1594400,15945
Harris,0,1459700,14598
Robinson,1,2400500,24006
Anderson,1,2794400,27945
Garcia,2,2405600,24057
Taylor,0,1083500,10836
Robinson,3,4312900,43130
Williams,2,2482400,24825
Robinson,3,1662100,16622
Jackson,3,2825200,28253
Smith,4,173300,1734
Davis,3,1116000,11161
Jones,1,132200,1323
Williams,4,2883000,28831
Thompson,2,130800,1309
Brown,0,3228300,32284
Thompson,1,552300,5524
Brown,0,4270500,42706
Thomas,0,2966900,29670
Thomas,2,4296100,42962
Taylor,0,3159800,31599
Johnson,2,3654800,36549
Miller,0,3200500,32006
Williams,1,3220800,32209
Taylor,1,3411600,34117
Miller,2,2096500,20966
White,3,3583800,35839
Miller,3,453300,4534
Anderson,3,599700,5998
Anderson,0,2504700,25048
Brown,0,3209300,32094
Miller,4,1728200,17283
Johnson,3,4095500,40956
Martinez,2,2672500,26726
Thompson,1,2675200,26753
Robinson,4,3171900,31720
Harris,4,1211700,12118
White,4,1162900,11630
Harris,0,2082800,20829
White,1,4344400,43445
Wilson,0,2184200,21843
Davis,4,2420600,24207
Robinson,1,2374500,23746
Harris,0,3263000,32631
Jones,4,826300,8264
Jones,0,1347200,13473
Wilson,0,3802700,38028
Thompson,4,1651600,16517
Johnson,1,3872200,38723
Robinson,1,1306000,13061
Jackson,2,570400,5705
Taylor,0,2185400,21855
Miller,0,4094700,40948
Martin,0,1739300,17394
Harris,1,201100,2012
Williams,1,3828700,38288
Harris,3,1953900,19540
Martinez,2,4329500,43296
Smith,0,2759200,27593
Miller,2,2033300,20334
Garcia,4,4127300,41274
Thompson,1,2497400,24975
Jones,3,2133100,21332
Martin,4,1409600,14097
Robinson,2,412600,4127
White,4,1757800,17579
Garcia,2,3507900,35080
Brown,2,2705100,27052
Jackson,0,2585800,25859
Jones,4,2850900,28510
Anderson,0,4318700,43188
Williams,4,841700,8418
Martinez,0,2363900,23640
Thompson,1,1895300,18954
Davis,1,3009200,30093
Davis,1,3540200,35403
Anderson,4,2757800,27579
Harris,4,3549000,35491
Martinez,2,4029300,40294
White,1,4035800,40359
Johnson,4,2474800,24749
Wilson,2,3110800,31109
Thompson,0,328600,3287
Johnson,2,1960600,19607
Thomas,0,4200600,42007
Martin,3,1356800,13569
Brown,2,932300,9324
Harris,3,3397100,33972
Jackson,2,2767000,27671
Martin,1,2759700,27598
Davis,1,1913400,19135
Martin,3,629300,6294
Martinez,3,588700,5888
Brown,4,4018200,40183
Jones,4,2900100,29002
Miller,3,2393800,23939
Smith,1,2810500,28106
Moore,0,1844400,18445
Davis,3,875900,8760
Harris,3,1404500,14046
Brown,4,254900,2550
Thompson,4,2052800,20529
Moore,1,354000,3541
Miller,0,1499500,14996
Brown,2,2414700,24148
Harris,3,644200,6443
Miller,0,3233200,32333
Robinson,1,2762200,27623
Taylor,1,1335500,13356
Thompson,3,1966700,19668
Wilson,3,3584500,35846
Robinson,4,1881800,18819
Taylor,4,4052100,40522
Brown,1,1720200,17203
Anderson,4,1522800,15229
Anderson,2,231700,2318
White,4,2042400,20425
Jones,1,1067000,10671
Robinson,2,4277100,42772
Davis,3,649800,6499
Jackson,2,3386300,33864
Martin,4,1794500,17946
Robinson,0,1041600,10417
Wilson,0,1931900,19320
Harris,4,3977000,39771
Miller,0,3086200,30863
Thompson,3,1719500,17196
Jones,1,2287500,22876
Anderson,1,1544500,15446
Johnson,1,141000,1411
Brown,1,128000,1281
Miller,2,3463300,34634
Davis,1,2747000,27471
Jackson,3,1625900,16260
Taylor,4,35100,352
Jones,4,2680400,26805
Brown,4,2336000,23361
Anderson,0,1312400,13125
Davis,3,1451700,14518
Davis,1,3464900,34650
White,4,1356400,13565
White,3,2832000,28321
Thomas,4,1938500,19386
Davis,1,1423800,14239
Brown,0,952100,9522
Moore,4,2637200,26373
Davis,2,593800,5939
Wilson,3,1082600,10827
Wilson,4,3811000,38111
Harris,0,980600,9807
Harris,4,3479500,34796
Wilson,4,2012200,20123
Thomas,4,586900,5870
Davis,2,2242500,22426
Brown,2,2729900,27300
Jackson,2,1297200,12973
Robinson,2,1667300,16674
Davis,2,3351000,33511
Robinson,4,2367100,23672
Thompson,4,702500,7026
Miller,0,3274800,32749
Garcia,2,132800,1329
Jones,2,1142200,11423
Anderson,3,2449700,24498
Davis,0,1561500,15616
Thompson,2,1621400,16204
Martinez,4,171600,1717
Moore,0,4034000,40341
Harris,1,4214600,42147
Brown,0,1510100,15102
Anderson,3,2594600,25947
Taylor,4,1349300,13494
Harris,4,4250200,42503
Wilson,4,3286800,32869
Anderson,2,1668200,16683
Jones,2,3309700,33098
Moore,4,1353900,13540
Thompson,0,3397800,33979
Smith,3,112700,1128
White,0,151700,1518
Martinez,1,845800,8459
Smith,0,1023400,10235
Taylor,1,1057400,10575
Wilson,0,752400,7525
Jones,2,4188500,41886
Anderson,1,174300,1744
Davis,0,329400,3295
Brown,4,410400,4105
Harris,3,4120700,41208
Miller,2,1840800,18409
Wilson,4,1544200,15443
Jones,2,3534100,35342
Miller,3,2178200,21783
Robinson,3,877000,8771
Williams,3,3737200,37373
Martin,3,2626600,26267
Taylor,4,44700,448
White,2,2828800,28289
Martinez,3,2715300,27154
Harris,0,2849400,28495
Williams,3,918300,9184
Davis,4,2475000,24751
Johnson,1,2018000,20181
Jackson,0,1938400,19374
