Name(String),Dept(Integer),Salary(Integer),Tax(Integer)
White,4,104400,1045
Wilson,4,684400,6845
Anderson,3,773300,7734
Garcia,3,17700,178
Martinez,1,806100,8062
Martin,1,29900,300
Thomas,4,914700,9148
Thomas,4,865800,8659
Thomas,3,799700,7998
Moore,1,107400,1075
Martinez,3,1013700,10138
Williams,1,388700,3888
Thomas,1,717700,7178
Thomas,4,133100,1332
Anderson,2,209400,2095
Garcia,0,622800,6229
Davis,1,90300,904
Moore,0,875000,8751
Smith,3,75100,752
Brown,2,360200,3603
Smith,4,789000,7891
Moore,1,165900,1660
Martinez,2,515900,5160
Miller,3,973700,9738
Brown,2,509100,5092
Davis,1,875600,8757
Moore,2,947300,9474
Thompson,3,496000,4961
Taylor,0,989100,9892
Martinez,0,477700,4778
White,1,541700,5418
Anderson,3,408700,4088
White,4,346400,3465
White,4,869100,8692
Johnson,2,636400,6365
Thomas,3,886500,8866
Martin,3,178200,1783
Davis,2,524300,5244
Smith,0,636300,6364
Thompson,0,62200,623
Williams,1,669100,6692
Robinson,3,67800,679
Taylor,4,741200,7413
Jackson,0,914400,9145
Anderson,1,334400,3345
Garcia,3,140700,1408
Jones,0,330300,3304
Harris,3,396900,3970
Jackson,3,248200,2483
Johnson,0,237300,2374
Martin,1,41700,418
Thomas,0,157900,1580
Williams,1,208600,2087
Davis,1,391700,3918
Jackson,0,723600,7226
Robinson,0,539400,5395
Jackson,2,182500,1826
Brown,1,938200,9383
Thompson,0,89100,892
Thomas,1,297100,2972
Garcia,0,84400,845
Harris,1,115900,1160
Thompson,0,983300,9834
Anderson,4,961700,9618
Wilson,1,492700,4928
Thompson,2,749800,7499
Miller,0,268100,2682
Martinez,2,831500,8316
Johnson,4,113200,1133
Wilson,2,331500,3316
Smith,1,505800,5059
White,4,706600,7067
Thompson,2,818200,8183
Johnson,0,638500,6386
Thompson,2,444900,4450
Jones,2,1018200,10183
Smith,4,462100,4622
Thomas,4,128600,1287
Johnson,0,300300,3004
Martin,4,592800,5929
Harris,3,568100,5682
Jones,4,718800,7189
Jackson,1,26600,267
Moore,4,696100,6962
Martinez,3,797700,7978
Wilson,2,998000,9981
Robinson,3,238200,2383
Robinson,4,574300,5744
Robinson,1,663000,6631
Brown,3,590600,5907
Garcia,2,339100,3392
Miller,4,851900,8520
Taylor,2,107700,1078
Garcia,0,949700,9498
Thompson,0,452800,4529
Thompson,2,273600,2737
Miller,3,904600,9047
Williams,3,224400,2245
Davis,1,72900,730
Smith,0,738900,7390
Taylor,4,922900,9230
Thompson,2,365100,3652
Jones,0,486800,4869
Davis,2,606200,6063
Taylor,4,317900,3180
Moore,1,667300,6674
Smith,2,207100,2072
White,0,565500,5656
Miller,4,845200,8453
Anderson,4,501800,5019
Taylor,3,388300,3884
Taylor,0,189300,1894
Martin,3,928500,9286
Anderson,0,279500,2796
Anderson,0,896700,8968
Davis,0,644900,6450
White,4,451000,4511
Taylor,3,672000,6721
Jackson,2,978300,9784
Garcia,0,712500,7126
Martin,0,783900,7840
Davis,3,975900,9760
Davis,1,264700,2648
Smith,2,281700,2818
Harris,2,881700,8818
White,3,622100,6222
Thompson,1,716900,7170
Moore,4,487800,4879
Thompson,3,684600,6847
Miller,3,555600,5557
Moore,4,781400,7815
Moore,4,881300,8814
Taylor,2,1006200,10063
Anderson,0,399400,3995
Martinez,2,689400,6895
Taylor,2,722900,7230
Johnson,4,915200,9153
White,0,606000,6061
Anderson,2,924800,9249
Miller,3,620100,6202
Anderson,1,236800,2369
Johnson,4,595500,5956
Martinez,0,786000,7861
Johnson,2,812800,8129
Martin,2,475800,4759
Smith,0,586600,5867
Anderson,0,143300,1434
Williams,4,615400,6155
Thomas,4,936100,9362
Davis,1,542800,5429
Johnson,0,349500,3496
Martinez,4,670900,6710
Anderson,0,805900,8060
Jones,2,579700,5798
Anderson,0,172500,1726
Robinson,2,195600,1957
Garcia,1,277400,2775
Thomas,3,502000,5021
Williams,0,1009700,10098
Martin,0,163100,1632
Garcia,0,701300,7014
Robinson,2,701900,7020
Thomas,1,749500,7496
Wilson,3,760900,7610
Brown,4,778600,7787
Anderson,3,1004900,10050
Davis,0,380400,3805
White,0,76000,761
Martinez,1,935900,9360
Martin,4,91700,918
Taylor,0,339000,3391
Williams,4,5400,55
Martinez,2,11100,112
Brown,0,1008400,10085
Martin,4,384300,3844
Robinson,2,699100,6992
Johnson,2,213700,2138
Harris,2,334900,3350
Brown,1,795100,7952
Jackson,4,249100,2492
Brown,0,729200,7293
Thomas,1,902800,9029
Robinson,2,723800,7239
Davis,4,369700,3698
Anderson,0,392900,3930
Johnson,1,652400,6525
Smith,2,653700,6538
Taylor,3,626400,6265
Thomas,4,488100,4882
Anderson,4,341400,3415
Anderson,1,404800,4049
Taylor,0,958700,9588
Robinson,1,519400,5195
Moore,3,238000,2381
Martinez,2,519500,5196
Robinson,3,882200,8823
Anderson,0,53400,535
Williams,1,23900,240
Thompson,1,883600,8837
Harris,3,166900,1670
Miller,2,816400,8165
White,0,633700,6338
Wilson,4,340900,3410
Anderson,1,744400,7445
Brown,1,135300,1354
Martinez,4,829800,8288
Moore,3,171200,1713
Williams,0,462400,4625
Thomas,1,609000,6091
Brown,0,66200,663
Johnson,3,1006000,10061
Moore,1,247500,2476
Jackson,0,752600,7527
White,2,325800,3259
Johnson,4,416000,4161
Taylor,3,815300,8154
Johnson,4,454800,4549
White,2,383900,3840
Garcia,3,41600,417
Brown,4,488800,4889
Martin,1,428300,4284
Jones,4,915300,9154
Martin,2,59100,592
Williams,3,613400,6135
Brown,1,700800,7009
Anderson,0,857900,8580
Garcia,4,873400,8735
White,2,784400,7845
Wilson,0,895100,8952
Jackson,2,136800,1369
White,2,700900,7010
Thomas,4,1013600,10137
Martin,1,338900,3390
Miller,0,516600,5167
Smith,2,425600,4257
Brown,1,97000,971
Jones,2,886300,8864
White,1,1014000,10141
Robinson,0,841000,8411
Williams,4,899100,8992
Jones,2,478900,4790
Wilson,1,524000,5241
White,2,558900,5590
White,1,831300,8314
Harris,3,443800,4439
Johnson,0,2000,21
Johnson,1,690700,6908
Jones,1,628300,6284
Miller,2,566500,5666
Smith,4,286800,2869
Wilson,1,421100,4212
Martin,0,766600,7667
Thomas,0,566200,5663
Johnson,3,287900,2880
Miller,0,886700,8868
Miller,0,293200,2933
Martin,0,961000,9611
Brown,3,174700,1748
Harris,1,528000,5281
Moore,2,284700,2848
Thompson,4,545600,5457
Thomas,2,280200,2803
Miller,2,369300,3694
Taylor,1,561000,5611
Wilson,0,154900,1550
Garcia,3,850900,8510
Robinson,4,576000,5761
Brown,4,666800,6669
Davis,3,805400,8055
Miller,4,243900,2440
Taylor,1,1009900,10100
Thompson,4,706900,7070
Brown,0,703400,7035
Anderson,3,293300,2934
Garcia,0,210600,2107
Miller,3,306800,3069
Thomas,2,29800,299
Smith,2,773400,7735
Harris,0,925700,9258
Martinez,2,536000,5361
Garcia,4,480500,4806
Martin,3,641200,6402
Martinez,1,85500,856
Garcia,2,122600,1227
Davis,2,298200,2983
White,2,916900,9170
Jackson,3,355900,3560
Martinez,0,817800,8179
Anderson,2,919300,9194
Taylor,0,39300,394
Williams,1,803300,8034
Johnson,4,560000,5601
White,1,531900,5320
Taylor,0,365700,3658
Williams,0,203500,2036
White,1,151200,1513
Martinez,3,378000,3781
Smith,4,516400,5165
Taylor,4,465100,4652
Anderson,2,164500,1646
Martin,0,833300,8334
Anderson,1,410400,4105
Davis,4,487500,4876
Anderson,3,187800,1879
White,0,476100,4762
Moore,0,675000,6751
Moore,0,79100,792
White,2,160600,1607
Thomas,4,619200,6193
Garcia,3,322900,3230
Williams,2,144100,1442
Wilson,4,178800,1789
White,4,403200,4033
Moore,1,407800,4079
Moore,3,244600,2447
Davis,4,204300,2044
Smith,2,528200,5283
Miller,4,808200,8083
Williams,1,528100,5282
Jackson,1,330600,3307
Martin,4,776200,7763
Williams,2,333900,3340
Brown,1,922800,9229
White,2,703100,7032
White,2,877200,8773
Smith,3,221700,2218
Garcia,4,992400,9925
Miller,3,216900,2170
Anderson,2,491200,4913
White,2,923200,9233
Taylor,2,27900,280
Robinson,2,883200,8833
Martinez,0,368100,3682
Moore,3,329200,3293
Martinez,1,221900,2220
White,0,630900,6310
Anderson,2,640300,6404
Moore,1,688000,6881
Smith,4,411900,4120
Thomas,1,168700,1688
Taylor,3,192600,1927
Anderson,4,707600,7077
Smith,3,877900,8780
Williams,3,360800,3609
Williams,0,908900,9090
Jackson,2,155100,1552
Jones,1,423600,4237
Robinson,3,166300,1664
Taylor,4,593400,5935
Wilson,1,755300,7554
Johnson,1,458300,4584
Anderson,0,640400,6405
Davis,0,969900,9700
Garcia,2,287700,2878
Moore,2,866000,8661
Taylor,1,367300,3674
Garcia,4,651800,6519
Anderson,0,566000,5661
Thomas,4,545500,5456
Martinez,0,532500,5326
Smith,4,471600,4717
Davis,3,706000,7061
Garcia,2,619100,6192
Taylor,1,453800,4539
Garcia,0,616100,6162
Jackson,0,1026600,10267
Williams,2,220300,2204
Jackson,4,816800,8169
Harris,3,998500,9986
White,0,378300,3784
Jones,4,710600,7107
Anderson,1,522600,5227
Williams,1,585700,5858
Robinson,1,194900,1950
Thompson,0,736100,7362
Jones,4,1021000,10211
Taylor,2,627900,6280
Moore,0,958900,9590
Harris,1,491400,4915
Brown,1,721300,7214
Thompson,1,698100,6982
Robinson,4,304000,3041
Davis,3,725500,7256
Garcia,1,584700,5848
Williams,1,410300,4104
Miller,0,775500,7756
Harris,2,663100,6632
Garcia,3,879500,8796
Williams,4,436300,4364
Taylor,0,497500,4976
Davis,1,822900,8230
Anderson,2,921600,9217
Garcia,4,36900,370
Harris,4,852300,8524
Johnson,1,406100,4062
Thomas,3,777800,7779
Taylor,1,95800,959
Harris,0,623300,6234
Thomas,2,856900,8570
Harris,2,811900,8120
Williams,0,960500,9606
Martin,2,460100,4602
Brown,2,78600,787
Garcia,3,51900,520
Jones,1,942400,9425
Robinson,0,491500,4916
Martin,4,593100,5932
Martin,2,1015700,10158
Garcia,4,292000,2921
Jones,3,743000,7431
Smith,1,804200,8043
Johnson,4,101000,1011
White,2,236100,2362
Smith,0,546400,5465
Smith,3,126200,1263
Johnson,0,277700,2778
Brown,0,223800,2239
Moore,4,902300,9024
Taylor,2,579000,5791
Davis,4,450900,4510
Harris,3,57000,571
White,2,941100,9412
Anderson,2,444700,4448
Johnson,2,862500,8626
Harris,3,322700,3228
Taylor,1,946600,9467
Thomas,2,537400,5375
Taylor,3,676600,6767
Johnson,4,195000,1951
White,2,761900,7620
Smith,3,785800,7859
Johnson,4,123600,1237
Johnson,0,1009800,10099
Johnson,1,226400,2265
Robinson,2,516100,5162
Taylor,1,77300,774
Thompson,4,504600,5047
Moore,4,651900,6520
Smith,3,896600,8967
Davis,2,602700,6028
Thomas,3,600600,6007
Jackson,2,807800,8079
White,4,692600,6927
Taylor,3,213500,2136
Williams,0,147600,1477
White,2,796300,7964
Thompson,3,225000,2251
Moore,4,847000,8471
Wilson,3,73600,737
Jackson,1,790700,7908
Jones,3,765300,7654
Thomas,2,929500,9296
Anderson,4,575200,5753
Jackson,0,676900,6770
Robinson,2,106100,1062
Anderson,1,386300,3864
White,3,703300,7034
Johnson,2,504000,5041
Brown,0,564600,5647
Williams,2,570000,5701
Smith,1,746400,7465
Thomas,1,770200,7703
Brown,2,839600,8397
Johnson,3,345300,3454
Jackson,1,617600,6177
Thompson,1,738500,7386
Moore,4,832600,8327
Wilson,0,291300,2914
Thompson,0,887200,8873
Robinson,0,956000,9561
Johnson,4,604900,6050
Anderson,4,591000,5911
Harris,3,676300,6764
Thompson,2,826300,8264
Jones,2,629200,6293
Garcia,1,791100,7912
Thomas,4,276500,2766
Garcia,2,568300,5684
Miller,3,491300,4914
Davis,2,440500,4406
Wilson,1,556800,5569
Garcia,3,714500,7146
Garcia,0,942600,9427
Johnson,2,131300,1314
Harris,4,798000,7981
Martinez,1,377100,3772
Robinson,4,973300,9734
Jackson,2,686300,6864
White,3,136200,1363
Thompson,1,140000,1401
Garcia,2,815500,8156
Johnson,0,251900,2520
Taylor,0,578000,5781
Johnson,4,876900,8770
Wilson,2,530300,5304
Moore,4,532600,5327
Johnson,1,646300,6464
Martinez,4,168500,1686
Miller,3,1026100,10262
Jones,2,586200,5863
Wilson,3,386900,3870
Harris,0,515300,5154
Brown,0,652800,6529
Wilson,0,156600,1567
Garcia,0,805300,8054
Davis,1,505500,5056
Brown,1,791400,7915
Jackson,4,63900,640
Martinez,3,17900,180
Garcia,0,412000,4121
Jones,1,945500,9456
Garcia,1,30100,302
Thompson,1,798200,7983
Brown,1,277300,2774
Taylor,2,979900,9800
Taylor,1,669000,6691
Garcia,0,868300,8684
Harris,0,406300,4064
Jones,4,653900,6540
Davis,2,534400,5345
Jackson,4,58800,589
Anderson,1,388200,3883
Moore,2,915700,9158
Harris,4,38100,382
Robinson,4,1017200,10173
Thompson,2,291200,2913
White,2,253900,2540
White,3,889700,8898
Thomas,0,198500,1986
Brown,1,821100,8212
Moore,0,357400,3564
Martinez,3,479600,4797
Garcia,3,28100,282
Taylor,2,426800,4269
Wilson,4,279800,2799
Thomas,4,623400,6235
Martin,2,342900,3430
Moore,4,526000,5261
White,2,505700,5058
Miller,1,935700,9358
Thompson,3,274000,2741
Garcia,3,946400,9465
Williams,2,704700,7048
Thomas,2,744200,7443
Garcia,1,581600,5817
Harris,4,880400,8805
Williams,0,110800,1109
Brown,4,26200,263
Smith,4,21900,220
Martinez,4,498100,4982
Thomas,3,433700,4338
Martinez,0,8800,89
White,4,399700,3998
Brown,0,301300,3014
Anderson,0,684900,6850
Jones,0,308900,3090
Martinez,0,748600,7487
Moore,0,94300,944
Harris,3,486000,4861
Jackson,4,692700,6928
Garcia,4,769800,7699
Martinez,0,723300,7234
Smith,1,86000,861
Anderson,2,851800,8519
Robinson,1,823500,8236
Jones,0,370200,3703
White,2,984800,9849
Harris,3,381700,3818
Garcia,0,238100,2382
Wilson,0,180500,1806
Brown,3,869400,8695
Brown,4,215000,2151
Thomas,2,328900,3290
Thomas,1,147200,1473
Miller,0,410100,4102
Moore,3,17800,179
Wilson,2,542700,5428
Jackson,4,986300,9864
Robinson,1,34100,342
Wilson,3,862200,8623
White,3,783000,7831
Martin,2,592700,5928
Miller,1,671600,6717
Brown,0,820600,8207
Martinez,3,772000,7721
Anderson,2,381600,3817
Johnson,4,775800,7759
Jones,0,549500,5496
Jackson,2,811700,8118
Smith,4,441700,4418
White,2,956700,9568
Brown,2,84800,849
Martinez,2,810600,8107
Miller,2,59800,599
Anderson,2,953700,9538
Martin,0,136400,1365
Thomas,2,434900,4350
Brown,1,973400,9735
Martin,1,337600,3377
Brown,0,740200,7403
Williams,0,182000,1810
Miller,0,449200,4493
Garcia,2,819700,8198
Smith,4,843900,8440
Davis,4,620700,6208
Jones,4,259600,2597
Robinson,0,664400,6645
Anderson,4,365000,3651
Brown,2,129500,1296
Wilson,3,783500,7836
Harris,4,799500,7996
Davis,2,944600,9447
Thompson,2,714400,7145
Miller,1,607300,6074
Anderson,0,584400,5845
Jackson,3,382000,3821
Smith,0,423700,4238
Robinson,0,503500,5036
Taylor,2,747700,7478
Thomas,2,729000,7291
Thompson,4,192900,1930
Thompson,1,830600,8307
Robinson,0,968900,9690
Moore,2,256500,2566
White,2,215700,2158
Moore,1,519000,5191
Smith,3,345500,3456
Wilson,0,1022500,10226
Martinez,2,852400,8525
Garcia,3,532700,5328
Martin,2,910100,9102
Thomas,4,528800,5289
Martinez,2,972700,9728
White,1,446900,4470
Garcia,3,607100,6072
Martinez,2,914900,9150
Harris,4,745000,7451
Davis,3,558800,5589
Harris,4,620900,6210
Martin,1,397200,3973
White,2,801500,8016
Jones,2,82500,826
Taylor,3,464700,4648
Moore,4,670300,6704
Miller,4,152600,1527
Davis,1,965700,9658
White,0,929100,9292
Smith,3,286500,2866
Robinson,4,659300,6583
Harris,3,804500,8046
Harris,3,394500,3946
Anderson,3,377200,3773
Wilson,0,144200,1443
Garcia,2,408200,4083
Taylor,4,696700,6968
Jones,0,260400,2605
Moore,0,81500,816
Smith,1,17400,175
Taylor,0,609100,6092
Wilson,2,289800,2899
Williams,3,309600,3097
Williams,0,1027600,10277
Wilson,4,1021700,10218
Garcia,4,291000,2911
Garcia,2,469500,4696
White,3,287400,2875
Martinez,3,472100,4722
Anderson,0,802000,8021
Jones,1,818100,8182
Robinson,2,121700,1218
Thomas,4,631400,6315
Thompson,0,114600,1147
White,0,817700,8178
Miller,3,430400,4305
Harris,1,695700,6958
Garcia,2,900700,9008
Davis,1,773800,7739
Miller,4,316700,3168
Wilson,0,502400,5025
Taylor,0,878900,8790
Moore,0,824900,8250
Johnson,1,614600,6147
Moore,1,359600,3597
Smith,4,234400,2345
Harris,2,997100,9972
Johnson,2,788000,7881
Garcia,3,44000,441
Wilson,4,431900,4320
Miller,4,60000,601
Moore,3,464400,4634
Harris,0,679800,6799
Harris,0,661300,6614
Jackson,4,31200,313
Davis,4,58400,585
Martin,2,700700,7008
Thompson,3,272500,2726
Anderson,1,34300,344
Johnson,1,126700,1268
Garcia,3,35100,352
Moore,1,258700,2588
Williams,1,997800,9979
Taylor,0,128800,1289
White,1,984700,9848
Thompson,1,995700,9958
Martinez,0,1025800,10259
Anderson,3,964000,9641
Martin,1,927600,9277
Moore,3,687000,6871
Moore,0,243000,2431
Williams,0,971500,9716
Smith,2,846500,8466
Martinez,0,74000,741
Thompson,4,645600,6457
Johnson,4,744300,7444
Garcia,4,127400,1275
Harris,3,119200,1193
Moore,1,408300,4084
Miller,3,539600,5397
Robinson,3,782300,7824
Moore,3,772700,7728
Davis,0,493900,4940
Jackson,4,505600,5057
Miller,3,699800,6999
Brown,1,83700,838
Wilson,0,762500,7626
Jones,3,634500,6346
Harris,4,999700,9998
Taylor,4,943300,9434
White,0,14900,150
Moore,1,60700,608
Johnson,4,324200,3243
Jackson,1,1023300,10234
Taylor,0,944900,9450
Thompson,3,554500,5546
Brown,4,74400,745
Williams,4,204800,2049
Jackson,4,527800,5279
Robinson,3,903900,9040
Thompson,2,529900,5300
Taylor,4,92400,925
Jones,1,193600,1937
Martin,4,775900,7760
Johnson,2,893900,8940
Thomas,1,754400,7545
Moore,3,340100,3402
Miller,4,972800,9729
Garcia,2,339900,3400
Martin,3,862100,8622
Harris,1,23300,234
Taylor,1,104500,1046
Harris,4,11800,119
Miller,0,533100,5321
Moore,4,244400,2445
Harris,0,506500,5066
Johnson,3,870400,8705
Martinez,1,979200,9793
Thomas,4,580700,5808
Thomas,1,35700,358
Brown,0,423900,4240
Moore,2,806500,8066
Garcia,4,302800,3029
Brown,1,59300,594
Martinez,3,366600,3667
Jackson,4,603500,6036
Garcia,3,22700,228
Taylor,2,619500,6196
Wilson,0,691000,6911
Davis,2,67600,677
Jackson,1,486300,4864
Johnson,4,368000,3681
Johnson,3,827100,8272
Martinez,2,443400,4435
Johnson,4,818500,8186
Taylor,2,1001000,10011
Smith,0,664300,6644
Anderson,4,155600,1557
Robinson,0,139600,1397
Thompson,1,503200,5033
Garcia,2,417200,4173
White,1,589500,5896
Moore,2,185100,1852
White,3,421300,4214
Moore,0,584200,5843
Garcia,0,126300,1264
Brown,3,730400,7305
Jackson,1,822400,8225
Wilson,2,269100,2681
Anderson,4,900500,9006
Davis,3,425400,4255
Wilson,2,307100,3072
Wilson,4,993900,9940
Miller,1,358800,3589
Thompson,4,640900,6410
White,2,338300,3384
Moore,2,214300,2144
Anderson,1,37600,377
Davis,1,753600,7537
Thomas,3,442100,4422
Thompson,0,952900,9530
Garcia,2,326700,3268
Martin,0,46900,470
Moore,3,20000,201
Anderson,3,453900,4540
Wilson,1,121900,1220
White,2,937300,9374
Smith,4,56800,569
Johnson,4,421400,4215
Jones,4,678100,6782
Garcia,3,861800,8608
Wilson,4,791900,7920
Jackson,4,454400,4545
Harris,4,906500,9066
Martinez,3,329900,3300
Harris,1,524700,5248
Jones,2,841800,8419
Smith,4,528900,5290
Thompson,4,798400,7985
Jackson,4,394800,3949
Garcia,0,869600,8697
Davis,4,872000,8721
Miller,4,914800,9149
Anderson,0,1006100,10062
Johnson,0,901700,9018
Harris,1,431600,4317
Thomas,2,57500,576
Davis,2,931800,9319
Anderson,3,70100,702
Brown,3,233500,2336
Martin,2,613700,6127
Robinson,1,113800,1139
Thompson,0,802700,8028
Robinson,4,439100,4392
Thompson,1,403500,4036
Harris,4,985300,9854
Johnson,1,324600,3247
Martinez,0,275800,2759
Taylor,0,972100,9722
Martin,3,840700,8408
Taylor,0,310100,3102
Martinez,2,858700,8588
Thompson,3,663700,6638
Smith,0,60800,609
Jackson,0,65300,654
Martin,4,941000,9411
Thomas,4,24100,242
Miller,4,209500,2096
Robinson,2,299600,2997
Johnson,1,781000,7811
Garcia,0,417600,4177
Jackson,1,440900,4410
Jones,3,796400,7965
Thompson,0,15400,155
Robinson,1,485900,4860
Anderson,3,182900,1830
White,0,1003500,10036
Wilson,2,663300,6634
Miller,4,931200,9302
Martinez,2,782400,7825
Taylor,3,164300,1633
Taylor,2,376000,3761
Wilson,0,134400,1345
Smith,4,380700,3808
Thompson,4,352100,3522
Taylor,4,448800,4489
Moore,1,302400,3025
Anderson,0,671700,6718
White,0,1020600,10207
Anderson,0,106200,1063
Brown,2,57300,574
Robinson,2,826400,8265
Williams,2,301700,3018
Thomas,1,783400,7824
Jones,0,77800,779
Smith,3,496100,4962
Garcia,4,824800,8249
Robinson,4,161200,1613
Martinez,3,215300,2154
Wilson,0,949000,9491
Garcia,3,869900,8700
Harris,3,31700,318
Moore,2,247200,2473
Moore,2,157200,1573
Thompson,3,79700,798
Williams,3,227400,2275
Harris,2,854100,8542
Martin,4,92700,928
Miller,0,685600,6857
Thomas,4,510400,5105
Smith,0,597000,5971
Moore,1,98400,985
Garcia,3,1006700,10068
White,0,623900,6240
Johnson,0,563100,5632
Robinson,2,389000,3891
Wilson,4,626500,6266
Jones,2,1029400,10295
Jones,4,279100,2792
Jones,0,802500,8026
Robinson,1,550900,5510
Johnson,1,17200,173
Thomas,4,875700,8758
Smith,1,1029100,10292
White,4,861600,8617
Brown,1,848000,8481
Moore,1,217900,2180
White,3,945300,9454
Martin,2,647500,6476
Martin,3,873600,8737
White,1,554100,5542
Thompson,0,927400,9275
Smith,0,32500,326
Wilson,3,192200,1923
Moore,2,378100,3782
Brown,3,393600,3937
Taylor,0,400700,4008
Harris,3,947800,9479
Anderson,2,717300,7163
Harris,1,970900,9699
Miller,4,618500,6175
Smith,3,683000,6831
Moore,4,916000,9161
Martin,1,424800,4249
Martin,3,800900,8010
Davis,1,599500,5996
Taylor,1,927200,9273
Jones,1,162900,1630
Brown,3,764700,7648
Garcia,0,276900,2770
Martin,2,101600,1017
Moore,2,611400,6104
Harris,2,542600,5427
Thomas,4,959900,9600
Taylor,3,953300,9534
Martin,3,718100,7182
Robinson,3,353000,3531
Smith,2,976100,9762
Smith,2,302300,3024
Smith,3,832100,8322
Thomas,2,162700,1628
Wilson,2,146500,1466
Taylor,1,26800,269
Martinez,1,596500,5966
Miller,1,929900,9300
Brown,4,946700,9468
Taylor,2,762100,7622
Miller,1,879800,8799
Garcia,1,361400,3604
Jones,1,50900,510
Garcia,2,565300,5654
Brown,0,471100,4712
Smith,4,63200,633
Martin,3,197300,1974
Martinez,2,79600,797
Harris,2,35300,343
Thompson,1,82100,822
Martin,0,661000,6600
Thomas,4,327400,3275
Taylor,2,128400,1285
Wilson,4,860700,8608
Thompson,4,543200,5433
Thompson,0,110000,1101
Martinez,4,1012100,10122
White,4,494100,4942
Moore,2,402800,4029
Robinson,4,192100,1922
Brown,3,641300,6414
Wilson,4,278400,2785
Miller,1,634800,6349
Anderson,1,125700,1258
Garcia,1,762700,7628
White,4,447500,4476
Miller,0,302600,3027
Jones,2,721900,7220
Garcia,2,88800,889
Davis,0,335200,3353
Garcia,4,50800,509
Johnson,1,820100,8202
Harris,1,108500,1086
Jackson,0,888000,8881
Taylor,1,877100,8772
Johnson,0,67400,675
Thompson,0,571300,5714
Martin,4,1006800,10069
Martin,4,792900,7930
Moore,0,226000,2250
Brown,1,320200,3203
Miller,2,1027500,10276
Martinez,4,426200,4263
Thomas,1,190000,1901
Moore,2,980900,9810
Davis,4,460000,4601
Jackson,0,893000,8931
Thompson,1,301000,3011
Martin,1,1006500,10066
Smith,2,729400,7295
Garcia,2,706100,7051
Anderson,1,381400,3815
Garcia,3,652200,6523
Moore,0,8100,82
Wilson,0,1018900,10190
Miller,0,390900,3910
Taylor,1,861400,8615
Martin,0,266700,2668
Jackson,3,869800,8699
Smith,3,613500,6136
Robinson,2,958400,9585
Wilson,1,736300,7364
Anderson,4,616600,6167
Moore,0,743200,7433
Miller,0,608300,6084
Jones,4,189500,1896
Johnson,1,362800,3629
Jones,4,505900,5060
Martinez,4,378500,3786
Davis,3,49200,493
Anderson,4,265700,2658
Thompson,1,598000,5981
Miller,2,493600,4937
Miller,0,424600,4247
Moore,4,959300,9594
Harris,3,911700,9118
Jackson,1,109500,1096
Williams,0,628600,6287
Jackson,2,234700,2348
Brown,4,790300,7904
Jones,4,156900,1570
Thomas,2,949500,9496
Brown,1,161500,1616
White,0,374800,3749
Smith,1,909200,9093
Davis,1,813700,8138
Moore,3,557300,5574
Taylor,2,747900,7480
Martin,2,54300,544
Taylor,0,720400,7205
Johnson,0,724600,7247
Anderson,4,416800,4169
Robinson,2,623200,6233
Wilson,1,750400,7505
Harris,3,333100,3332
Wilson,3,390400,3905
Williams,0,996800,9969
Jackson,2,508600,5087
Brown,3,1022600,10227
Jones,4,642900,6430
Harris,1,581800,5819
Martinez,0,118900,1190
Miller,2,9100,92
Brown,4,654400,6545
Jackson,4,194400,1945
Miller,1,915000,9151
Brown,3,500500,5006
Thompson,2,525100,5252
Anderson,3,855300,8554
Johnson,4,141900,1420
Davis,3,694500,6946
Williams,3,913400,9135
Miller,2,295200,2953
Davis,4,947100,9472
Thomas,1,658200,6583
Johnson,4,161600,1617
Wilson,3,878800,8789
Martinez,0,98700,988
Smith,4,791600,7917
Garcia,0,631800,6319
Harris,3,423100,4232
Johnson,0,590500,5906
Robinson,3,91900,920
Brown,1,615900,6160
Williams,2,170900,1710
Davis,4,295600,2957
Davis,1,928100,9282
Moore,3,507200,5073
Martinez,2,431000,4311
Harris,3,116800,1169
Johnson,2,93300,934
Anderson,2,100500,1006
Miller,1,985700,9858
Moore,1,796600,7967
Thomas,0,136100,1362
Wilson,2,682300,6824
Smith,2,344900,3450
Williams,3,479400,4795
White,0,599800,5999
Martinez,3,497400,4975
Davis,4,875100,8752
Anderson,4,10600,107
Johnson,2,73500,736
Miller,4,410900,4110
Jackson,3,710500,7106
Smith,2,27600,277
Jones,4,315500,3156
Jackson,1,74500,746
Thompson,0,276400,2765
White,0,154200,1543
Harris,2,682600,6827
Robinson,4,502900,5030
Taylor,1,545900,5460
Miller,4,510800,5109
Miller,1,117900,1180
Jones,4,887500,8876
Thomas,1,706500,7066
Brown,1,210700,2108
Johnson,2,173400,1735
Thompson,0,340200,3403
Johnson,0,415100,4152
Smith,0,208300,2084
Taylor,4,698300,6984
Wilson,4,451600,4517
Garcia,3,908700,9088
White,1,843000,8431
Thompson,4,584300,5844
Miller,3,101900,1020
Miller,0,728300,7284
Jones,1,502500,5026
Garcia,0,641100,6412
Harris,0,856500,8566
Wilson,1,169600,1697
Brown,2,909900,9100
White,4,823400,8235
Johnson,0,172700,1728
Davis,2,132400,1325
Garcia,0,395800,3959
Johnson,2,910300,9104
Johnson,0,955000,9551
Moore,3,443000,4431
Martin,0,513800,5139
Johnson,1,504400,5045
Moore,3,492100,4922
Garcia,0,798300,7984
Johnson,1,924100,9242
Harris,2,395000,3951
Thomas,2,923100,9232
